iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
PRT,Europe,Portugal,2020-12-09,332073.0,4097.0,4032.429,5192.0,70.0,78.143,32658.882,402.934,396.583,510.625,6.884,7.685,0.9,504.0,49.568,3332.0,327.697,,,,,4908994.0,34405.0,482.792,3.384,32343.0,3.181,0.1247,8.0,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-10,335207.0,3134.0,3941.286,5278.0,86.0,79.143,32967.106,308.224,387.62,519.083,8.458,7.784,0.9,509.0,50.059,3304.0,324.943,,,,,4950845.0,41851.0,486.908,4.116,32061.0,3.153,0.1229,8.1,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-11,340287.0,5080.0,3962.0,5373.0,95.0,81.429,33466.717,499.61,389.657,528.427,9.343,8.008,0.92,507.0,49.863,3230.0,317.666,,,,,4990234.0,39389.0,490.782,3.874,31484.0,3.096,0.1258,7.9,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-12,344700.0,4413.0,3722.857,5461.0,88.0,83.571,33900.729,434.012,366.137,537.081,8.655,8.219,0.94,503.0,49.469,3093.0,304.192,,,,,5018141.0,27907.0,493.527,2.745,31483.0,3.096,0.1182,8.5,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-13,348744.0,4044.0,3752.857,5559.0,98.0,85.143,34298.45,397.721,369.088,546.719,9.638,8.374,0.95,513.0,50.453,3157.0,310.486,,,,,5035533.0,17392.0,495.237,1.71,31714.0,3.119,0.1183,8.5,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,8870.2,8.21,29.97,872.3708864
PRT,Europe,Portugal,2020-12-14,350938.0,2194.0,3695.286,5649.0,90.0,86.857,34514.227,215.777,363.426,555.571,8.851,8.542,0.95,513.0,50.453,3254.0,320.026,,,,,5068241.0,32708.0,498.454,3.217,31392.0,3.087,0.1177,8.5,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-15,353576.0,2638.0,3657.143,5733.0,84.0,87.286,34773.67,259.443,359.675,563.832,8.261,8.584,0.95,506.0,49.764,3206.0,315.305,,,,,5110224.0,41983.0,502.583,4.129,33662.0,3.311,0.1086,9.2,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-16,358296.0,4720.0,3746.143,5815.0,82.0,89.0,35237.875,464.205,368.428,571.897,8.065,8.753,0.94,486.0,47.797,3181.0,312.847,,,,,5152449.0,42225.0,506.736,4.153,34779.0,3.42,0.1077,9.3,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-17,362616.0,4320.0,3915.571,5902.0,87.0,89.143,35662.741,424.866,385.091,580.453,8.556,8.767,0.94,494.0,48.584,3142.0,309.011,,,,,5195160.0,42711.0,510.936,4.201,34902.0,3.433,0.1122,8.9,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-18,366952.0,4336.0,3809.286,5977.0,75.0,86.286,36089.18,426.439,374.638,587.829,7.376,8.486,0.95,484.0,47.601,3061.0,301.045,,,,,5238685.0,43525.0,515.217,4.281,35493.0,3.491,0.1073,9.3,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-19,370787.0,3835.0,3726.714,6063.0,86.0,86.0,36466.346,377.167,366.517,596.287,8.458,8.458,0.95,485.0,47.699,2973.0,292.39,,,,,5270349.0,31664.0,518.331,3.114,36030.0,3.543,0.1034,9.7,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-20,374121.0,3334.0,3625.286,6134.0,71.0,82.143,36794.24,327.894,356.541,603.27,6.983,8.079,0.96,483.0,47.502,3027.0,297.701,,,,,5288732.0,18383.0,520.139,1.808,36171.0,3.557,0.1002,10.0,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,9345.0,8.46,19.39,919.0667553
PRT,Europe,Portugal,2020-12-21,376220.0,2099.0,3611.714,6191.0,57.0,77.429,37000.674,206.434,355.207,608.876,5.606,7.615,0.95,502.0,49.371,3158.0,310.585,,,,,5329308.0,40576.0,524.129,3.991,37295.0,3.668,0.0968,10.3,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-22,378656.0,2436.0,3582.857,6254.0,63.0,74.429,37240.251,239.577,352.369,615.072,6.196,7.32,0.95,508.0,49.961,3095.0,304.389,,,,,5382486.0,53178.0,529.359,5.23,38895.0,3.825,0.0921,10.9,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-23,383258.0,4602.0,3566.0,6343.0,89.0,75.429,37692.85,452.6,350.711,623.825,8.753,7.418,0.96,511.0,50.256,2990.0,294.062,,,,,5441753.0,59267.0,535.188,5.829,41329.0,4.065,0.0863,11.6,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-24,387636.0,4378.0,3574.286,6413.0,70.0,73.0,38123.42,430.57,351.526,630.709,6.884,7.179,0.96,505.0,49.666,2853.0,280.588,,,,,5475398.0,33645.0,538.497,3.309,40034.0,3.937,0.0893,11.2,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-25,391782.0,4146.0,3547.143,6478.0,65.0,71.571,38531.173,407.753,348.856,637.102,6.393,7.039,0.96,504.0,49.568,2754.0,270.852,,,,,5484202.0,8804.0,539.363,0.866,35074.0,3.449,0.1011,9.9,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-26,392996.0,1214.0,3172.714,6556.0,78.0,70.429,38650.568,119.395,312.032,644.773,7.671,6.927,0.98,513.0,50.453,2790.0,274.392,,,,,5504124.0,19922.0,541.322,1.959,33396.0,3.284,0.095,10.5,tests performed,,,,,,,,,,,,,,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-27,394573.0,1577.0,2921.714,6619.0,63.0,69.286,38805.664,155.096,287.346,650.969,6.196,6.814,1.03,504.0,49.568,2870.0,282.26,,,,,5521565.0,17441.0,543.038,1.715,33262.0,3.271,0.0878,11.4,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,9548.6,8.45,7.84,939.0905104
PRT,Europe,Portugal,2020-12-28,396666.0,2093.0,2920.857,6677.0,58.0,69.429,39011.507,205.843,287.262,656.673,5.704,6.828,1.1,503.0,49.469,2967.0,291.8,,,,,5555653.0,34088.0,546.39,3.353,32335.0,3.18,0.0903,11.1,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-29,400002.0,3336.0,3049.429,6751.0,74.0,71.0,39339.598,328.091,299.907,663.951,7.278,6.983,1.18,486.0,47.797,2930.0,288.161,,,,,5600537.0,44884.0,550.804,4.414,31150.0,3.064,0.0979,10.2,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-30,406051.0,6049.0,3256.143,6830.0,79.0,69.571,39934.508,594.91,320.237,671.72,7.77,6.842,1.25,487.0,47.896,2896.0,284.817,,,,,5645083.0,44546.0,555.185,4.381,29047.0,2.857,0.1121,8.9,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-31,413678.0,7627.0,3720.286,6906.0,76.0,70.429,40684.612,750.104,365.885,679.195,7.474,6.927,1.3,482.0,47.404,2840.0,279.31,,,,,5681817.0,36734.0,558.798,3.613,29488.0,2.9,0.1262,7.9,tests performed,,,,,,,,,,,,,,76.85,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-01,420629.0,6951.0,4121.0,6972.0,66.0,70.571,41368.232,683.62,405.294,685.686,6.491,6.941,1.3,483.0,47.502,2806.0,275.966,,,,,5695754.0,13937.0,560.169,1.371,30222.0,2.972,0.1364,7.3,tests performed,5166.0,5162.0,4.0,,,,0.05,0.05,0.0,,,,,76.85,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-02,423870.0,3241.0,4410.571,7045.0,73.0,69.857,41686.98,318.747,433.773,692.865,7.179,6.87,1.29,492.0,48.387,2858.0,281.08,,,,,5728465.0,32711.0,563.386,3.217,32049.0,3.152,0.1376,7.3,tests performed,,,,,,11497.0,,,,,1131.0,11475.0,0.113,76.85,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-03,427254.0,3384.0,4668.714,7118.0,73.0,71.286,42019.791,332.811,459.161,700.045,7.179,7.011,1.31,500.0,49.174,3044.0,299.373,,,,,5749331.0,20866.0,565.438,2.052,32538.0,3.2,0.1435,7.0,tests performed,,,,,,11497.0,,,,,1131.0,11475.0,0.113,76.85,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,10113.2,8.75,21.74,994.6180749
PRT,Europe,Portugal,2021-01-04,431623.0,4369.0,4993.857,7196.0,78.0,74.143,42449.476,429.685,491.138,707.716,7.671,7.292,1.35,510.0,50.158,3171.0,311.863,,,,,5794406.0,45075.0,569.871,4.433,34108.0,3.354,0.1464,6.8,tests performed,,,,,,11497.0,,,,,1131.0,11475.0,0.113,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-05,436579.0,4956.0,5225.286,7286.0,90.0,76.429,42936.891,487.415,513.899,716.567,8.851,7.517,1.39,512.0,50.354,3260.0,320.616,,,,,5850129.0,55723.0,575.351,5.48,35656.0,3.507,0.1465,6.8,tests performed,,,,,,11497.0,,,,,1131.0,11475.0,0.113,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-06,446606.0,10027.0,5793.571,7377.0,91.0,78.143,43923.031,986.14,569.789,725.517,8.95,7.685,1.43,513.0,50.453,3293.0,323.862,,,,,5905917.0,55788.0,580.838,5.487,37262.0,3.665,0.1555,6.4,tests performed,,,,,,11497.0,,,,,1131.0,11475.0,0.113,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-07,456533.0,9927.0,6122.143,7472.0,95.0,80.857,44899.337,976.306,602.104,734.86,9.343,7.952,1.43,514.0,50.551,3333.0,327.796,,,,,5960753.0,54836.0,586.231,5.393,39848.0,3.919,0.1536,6.5,tests performed,,,,,,11497.0,,,,,1131.0,11475.0,0.113,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-08,466709.0,10176.0,6582.857,7590.0,118.0,88.286,45900.131,1000.794,647.414,746.465,11.605,8.683,1.42,536.0,52.715,3451.0,339.401,,,,,6016969.0,56216.0,591.76,5.529,45888.0,4.513,0.1435,7.0,tests performed,85645.0,85485.0,175.0,,,11497.0,0.84,0.84,0.0,,1131.0,11475.0,0.113,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-09,476187.0,9478.0,7473.857,7701.0,111.0,93.714,46832.278,932.147,735.043,757.382,10.917,9.217,1.39,540.0,53.108,3555.0,349.629,,,,,6060744.0,43775.0,596.065,4.305,47468.0,4.668,0.1575,6.4,tests performed,,,,,,10912.0,,,,,1073.0,10867.0,0.107,75.0,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-10,483689.0,7502.0,8062.143,7803.0,102.0,97.857,47570.089,737.81,792.9,767.413,10.032,9.624,1.36,558.0,54.878,3770.0,370.774,,,,,6085724.0,24980.0,598.522,2.457,48056.0,4.726,0.1678,6.0,tests performed,,,,,,10326.0,,,,,1016.0,10259.0,0.101,75.0,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,11086.0,9.35,33.98,1090.291498
PRT,Europe,Portugal,2021-01-11,489293.0,5604.0,8238.571,7925.0,122.0,104.143,48121.234,551.145,810.251,779.412,11.999,10.242,1.33,567.0,55.764,3983.0,391.722,,,,,6133420.0,47696.0,603.213,4.691,48431.0,4.763,0.1701,5.9,tests performed,,,,,,9741.0,,,,,958.0,9651.0,0.095,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-12,496552.0,7259.0,8567.571,8080.0,155.0,113.429,48835.146,713.912,842.608,794.656,15.244,11.156,1.3,599.0,58.911,4043.0,397.623,,,,,6191663.0,58243.0,608.941,5.728,48791.0,4.799,0.1756,5.7,tests performed,,,,,,9155.0,,,,,900.0,9043.0,0.089,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-13,507108.0,10556.0,8643.143,8236.0,156.0,122.714,49873.312,1038.167,850.04,809.998,15.342,12.069,1.28,596.0,58.616,4240.0,416.998,,,,,6250524.0,58861.0,614.73,5.789,49230.0,4.842,0.1756,5.7,tests performed,,,,,,8570.0,,,,,843.0,8435.0,0.083,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-14,517806.0,10698.0,8753.286,8384.0,148.0,130.286,50925.445,1052.132,860.873,824.554,14.556,12.813,1.27,611.0,60.091,4368.0,429.586,,,,,6310668.0,60144.0,620.645,5.915,49988.0,4.916,0.1751,5.7,tests performed,,,,,,7985.0,,,,,785.0,7827.0,0.077,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-15,528469.0,10663.0,8822.857,8543.0,159.0,136.143,51974.135,1048.69,867.715,840.191,15.637,13.389,1.27,622.0,61.173,4560.0,448.469,,,,,6373175.0,62507.0,626.792,6.147,50887.0,5.005,0.1734,5.8,tests performed,137439.0,136021.0,1432.0,,,7399.0,1.35,1.34,0.01,,728.0,7219.0,0.071,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-16,539416.0,10947.0,9032.714,8709.0,166.0,144.0,53050.756,1076.621,888.354,856.517,16.326,14.162,1.27,638.0,62.746,4653.0,457.616,,,,,6423943.0,50768.0,631.785,4.993,51886.0,5.103,0.1741,5.7,tests performed,,,,,,9527.0,,,,,937.0,8702.0,0.086,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-17,549801.0,10385.0,9444.571,8861.0,152.0,151.143,54072.105,1021.349,928.859,871.466,14.949,14.865,1.27,647.0,63.631,4889.0,480.826,,,,,6455142.0,31199.0,634.854,3.068,52774.0,5.19,0.179,5.6,tests performed,,,,,,11655.0,,,,,1146.0,10184.0,0.1,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,12827.2,10.57,60.53,1261.535911
PRT,Europe,Portugal,2021-01-18,556503.0,6702.0,9601.429,9028.0,167.0,157.571,54731.237,659.132,944.286,887.89,16.424,15.497,1.26,664.0,65.303,5165.0,507.97,,,,,6508343.0,53201.0,640.086,5.232,53560.0,5.268,0.1793,5.6,tests performed,,,,,,13782.0,,,,,1355.0,11666.0,0.115,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-19,566958.0,10455.0,10058.0,9246.0,218.0,166.571,55759.47,1028.234,989.189,909.33,21.44,16.382,1.25,670.0,65.893,5291.0,520.362,,,,,6580459.0,72116.0,647.178,7.093,55542.0,5.462,0.1811,5.5,tests performed,,,,,,15910.0,,,,,1565.0,13148.0,0.129,65.74,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-20,581605.0,14647.0,10642.429,9465.0,219.0,175.571,57199.981,1440.511,1046.667,930.869,21.538,17.267,1.24,681.0,66.975,5493.0,540.228,,,,,6655975.0,75516.0,654.605,7.427,57922.0,5.697,0.1837,5.4,tests performed,,,,,,18038.0,,,,,1774.0,14630.0,0.144,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-21,595149.0,13544.0,11049.0,9686.0,221.0,186.0,58532.013,1332.032,1086.653,952.604,21.735,18.293,1.22,702.0,69.041,5630.0,553.702,,,,,6726793.0,70818.0,661.57,6.965,59446.0,5.846,0.1859,5.4,tests performed,,,,,,20165.0,,,,,1983.0,16113.0,0.158,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-22,609136.0,13987.0,11523.857,9920.0,234.0,196.714,59907.613,1375.601,1133.354,975.617,23.014,19.347,1.21,715.0,70.319,5779.0,568.356,,,,,6803850.0,77057.0,669.148,7.578,61525.0,6.051,0.1873,5.3,tests performed,293491.0,259185.0,34220.0,,,22293.0,2.89,2.55,0.34,,2192.0,17595.0,0.173,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-23,624469.0,15333.0,12150.429,10194.0,274.0,212.143,61415.591,1507.978,1194.976,1002.565,26.947,20.864,1.19,720.0,70.811,5922.0,582.42,,,,,6866929.0,63079.0,675.352,6.204,63284.0,6.224,0.192,5.2,tests performed,,,,,,20921.0,,,,,2058.0,15954.0,0.157,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-24,636190.0,11721.0,12341.286,10469.0,275.0,229.714,62568.334,1152.743,1213.747,1029.61,27.046,22.592,1.15,742.0,72.975,6117.0,601.598,,,,,6905250.0,38321.0,679.121,3.769,64301.0,6.324,0.1919,5.2,tests performed,,,,,,19550.0,,,,,1923.0,14312.0,0.141,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,14943.8,12.02,72.3,1469.700351
PRT,Europe,Portugal,2021-01-25,643113.0,6923.0,12372.857,10721.0,252.0,241.857,63249.2,680.867,1216.852,1054.394,24.784,23.786,1.12,767.0,75.433,6420.0,631.397,,,,,6960808.0,55558.0,684.585,5.464,64638.0,6.357,0.1914,5.2,tests performed,,,,,,18178.0,,,,,1788.0,12671.0,0.125,76.85,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-26,653878.0,10765.0,12417.143,11012.0,291.0,252.286,64307.922,1058.722,1221.207,1083.014,28.619,24.812,1.09,765.0,75.237,6472.0,636.512,,,,,7035416.0,74608.0,691.923,7.338,64994.0,6.392,0.1911,5.2,tests performed,,,,,,16806.0,,,,,1653.0,11030.0,0.108,76.85,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-27,668951.0,15073.0,12478.0,11305.0,293.0,262.857,65790.329,1482.407,1227.193,1111.83,28.816,25.852,1.06,783.0,77.007,6603.0,649.395,,,,,7106968.0,71552.0,698.96,7.037,64428.0,6.336,0.1937,5.2,tests performed,,,,,,15435.0,,,,,1518.0,9388.0,0.092,76.85,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-28,685383.0,16432.0,12890.571,11608.0,303.0,274.571,67406.392,1616.063,1267.768,1141.629,29.8,27.004,1.02,782.0,76.909,6565.0,645.658,,,,,7176737.0,69769.0,705.821,6.862,64278.0,6.322,0.2005,5.0,tests performed,,,,,,14063.0,,,,,1383.0,7747.0,0.076,76.85,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-29,698583.0,13200.0,12778.143,11886.0,278.0,280.857,68704.592,1298.2,1256.711,1168.97,27.341,27.622,0.98,806.0,79.269,6627.0,651.756,,,,,7244942.0,68205.0,712.529,6.708,63013.0,6.197,0.2028,4.9,tests performed,382329.0,301926.0,80239.0,,,12691.0,3.76,2.97,0.79,,1248.0,6106.0,0.06,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-30,711018.0,12435.0,12364.143,12179.0,293.0,283.571,69927.556,1222.964,1215.995,1197.786,28.816,27.889,0.93,843.0,82.908,6544.0,643.593,,,,,7296442.0,51500.0,717.594,5.065,61359.0,6.035,0.2015,5.0,tests performed,,,,,,12157.0,,,,,1196.0,5741.0,0.056,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-01-31,720516.0,9498.0,12046.571,12482.0,303.0,287.571,70861.67,934.114,1184.762,1227.586,29.8,28.282,0.88,858.0,84.383,6694.0,658.345,,,,,7322065.0,25623.0,720.114,2.52,59545.0,5.856,0.2023,4.9,tests performed,,,,,,11623.0,,,,,1143.0,5376.0,0.053,87.96,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,16867.2,13.26,66.45,1658.86386
PRT,Europe,Portugal,2021-02-01,726321.0,5805.0,11886.857,12757.0,275.0,290.857,71432.583,570.913,1169.055,1254.632,27.046,28.605,0.82,865.0,85.071,6869.0,675.556,,,,,7369434.0,47369.0,724.773,4.659,58375.0,5.741,0.2036,4.9,tests performed,,,,,,11088.0,,,,,1090.0,5011.0,0.049,76.85,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-02-02,731861.0,5540.0,11140.429,13017.0,260.0,286.429,71977.433,544.851,1095.644,1280.202,25.571,28.17,0.77,852.0,83.793,6775.0,666.311,,,,,7427429.0,57995.0,730.477,5.704,56002.0,5.508,0.1989,5.0,tests performed,,,,,,10554.0,,,,,1038.0,4646.0,0.046,76.85,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2021-02-03,740944.0,9083.0,10284.714,13257.0,240.0,278.857,72870.733,893.299,1011.486,1303.806,23.604,27.425,0.72,877.0,86.252,6684.0,657.361,,,,,7480830.0,53401.0,735.728,5.252,53409.0,5.253,0.1926,5.2,tests performed,,,,,,10020.0,,,,,985.0,4281.0,0.042,76.85,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
