iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
PRT,Europe,Portugal,2020-10-11,86664.0,1090.0,1073.286,2080.0,13.0,10.714,8523.275,107.2,105.556,204.565,1.279,1.054,1.4,124.0,12.195,843.0,82.908,,,,,2886754.0,13459.0,283.908,1.324,22214.0,2.185,0.0483,20.7,tests performed,,,,,,,,,,,,,,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,4666.6,5.26,12.33,458.9531215
PRT,Europe,Portugal,2020-10-12,87913.0,1249.0,1146.857,2094.0,14.0,10.857,8646.112,122.837,112.792,205.942,1.377,1.068,1.43,128.0,12.589,877.0,86.252,,,,,2910097.0,23343.0,286.204,2.296,23864.0,2.347,0.0481,20.8,tests performed,,,,,,,,,,,,,,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-13,89121.0,1208.0,1258.429,2110.0,16.0,11.143,8764.917,118.805,123.765,207.515,1.574,1.096,1.44,132.0,12.982,916.0,90.087,,,,,2941510.0,31413.0,289.293,3.089,25039.0,2.463,0.0503,19.9,tests performed,,,,,,,,,,,,,,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-14,91193.0,2072.0,1419.571,2117.0,7.0,11.0,8968.695,203.778,139.613,208.204,0.688,1.082,1.46,135.0,13.277,957.0,94.12,,,,,2973644.0,32134.0,292.453,3.16,25447.0,2.503,0.0558,17.9,tests performed,,,,,,,,,,,,,,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-15,93294.0,2101.0,1537.143,2128.0,11.0,11.143,9175.325,206.63,151.176,209.286,1.082,1.096,1.46,139.0,13.67,993.0,97.66,,,,,3004790.0,31146.0,295.517,3.063,25933.0,2.55,0.0593,16.9,tests performed,,,,,,,,,,,,,,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-16,95902.0,2608.0,1710.571,2149.0,21.0,12.429,9431.818,256.493,168.232,211.351,2.065,1.222,1.45,144.0,14.162,1015.0,99.824,,,,,3037371.0,32581.0,298.721,3.204,26452.0,2.602,0.0647,15.5,tests performed,,,,,,,,,,,,,,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-17,98055.0,2153.0,1783.0,2162.0,13.0,13.571,9643.562,211.744,175.355,212.629,1.279,1.335,1.43,148.0,14.556,1012.0,99.529,,,,,3061094.0,23723.0,301.054,2.333,26828.0,2.638,0.0665,15.0,tests performed,,,,,,,,,,,,,,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-18,99911.0,1856.0,1892.429,2181.0,19.0,14.429,9826.097,182.535,186.118,214.498,1.869,1.419,1.42,155.0,15.244,1086.0,106.806,,,,,3076200.0,15106.0,302.54,1.486,27064.0,2.662,0.0699,14.3,tests performed,,,,,,,,,,,,,,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,4892.8,5.4,11.37,481.1995528
PRT,Europe,Portugal,2020-10-19,101860.0,1949.0,1992.429,2198.0,17.0,14.857,10017.778,191.681,195.952,216.17,1.672,1.461,1.42,165.0,16.228,1174.0,115.461,,,,,3102930.0,26730.0,305.169,2.629,27548.0,2.709,0.0723,13.8,tests performed,,,,,,,,,,,,,,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-20,103736.0,1876.0,2087.857,2213.0,15.0,14.714,10202.28,184.502,205.338,217.645,1.475,1.447,1.41,176.0,17.309,1237.0,121.657,,,,,3136943.0,34013.0,308.514,3.345,27919.0,2.746,0.0748,13.4,tests performed,,,,,,,,,,,,,,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-21,106271.0,2535.0,2154.0,2229.0,16.0,16.0,10451.594,249.313,211.843,219.219,1.574,1.574,1.4,187.0,18.391,1272.0,125.099,,,,,3170995.0,34052.0,311.863,3.349,28193.0,2.773,0.0764,13.1,tests performed,,,,,,,,,,,,,,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-22,109541.0,3270.0,2321.0,2245.0,16.0,16.714,10773.193,321.6,228.267,220.792,1.574,1.644,1.4,200.0,19.67,1365.0,134.246,,,,,3203860.0,32865.0,315.095,3.232,28439.0,2.797,0.0816,12.3,tests performed,,,,,,,,,,,,,,58.33,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-23,112440.0,2899.0,2362.571,2276.0,31.0,18.143,11058.306,285.112,232.355,223.841,3.049,1.784,1.39,198.0,19.473,1418.0,139.458,,,,,3237564.0,33704.0,318.41,3.315,28599.0,2.813,0.0826,12.1,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-24,116109.0,3669.0,2579.143,2297.0,21.0,19.286,11419.146,360.841,253.655,225.907,2.065,1.897,1.39,221.0,21.735,1455.0,143.097,,,,,3263443.0,25879.0,320.955,2.545,28907.0,2.843,0.0892,11.2,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-25,118686.0,2577.0,2682.143,2316.0,19.0,19.286,11672.59,253.444,263.785,227.775,1.869,1.897,1.38,230.0,22.62,1574.0,154.801,,,,,3280897.0,17454.0,322.671,1.717,29242.0,2.876,0.0917,10.9,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,5086.8,5.49,9.54,500.2791622
PRT,Europe,Portugal,2020-10-26,121133.0,2447.0,2753.286,2343.0,27.0,20.714,11913.249,240.659,270.782,230.431,2.655,2.037,1.37,240.0,23.604,1672.0,164.439,,,,,3309147.0,28250.0,325.45,2.778,29460.0,2.897,0.0935,10.7,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-27,124432.0,3299.0,2956.571,2371.0,28.0,22.571,12237.701,324.452,290.774,233.184,2.754,2.22,1.37,253.0,24.882,1747.0,171.815,,,,,3345255.0,36108.0,329.001,3.551,29759.0,2.927,0.0994,10.1,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-28,128392.0,3960.0,3160.143,2395.0,24.0,23.714,12627.161,389.46,310.795,235.545,2.36,2.332,1.35,262.0,25.767,1794.0,176.437,,,,,3381864.0,36609.0,332.601,3.6,30124.0,2.963,0.1049,9.5,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-29,132616.0,4224.0,3296.429,2428.0,33.0,26.143,13042.585,415.424,324.199,238.79,3.246,2.571,1.33,269.0,26.456,1834.0,180.371,,,,,3419095.0,37231.0,336.263,3.662,30748.0,3.024,0.1072,9.3,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-30,137272.0,4656.0,3547.429,2468.0,40.0,27.429,13500.496,457.911,348.884,242.724,3.934,2.698,1.31,275.0,27.046,1927.0,189.518,,,,,3457766.0,38671.0,340.066,3.803,31457.0,3.094,0.1128,8.9,tests performed,,,,,,,,,,,,,,80.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-10-31,141279.0,4007.0,3595.714,2507.0,39.0,30.0,13894.578,394.082,353.633,246.56,3.836,2.95,1.29,286.0,28.128,1972.0,193.943,,,,,3489394.0,31628.0,343.177,3.111,32279.0,3.175,0.1114,9.0,tests performed,,,,,,,,,,,,,,80.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-01,144341.0,3062.0,3665.0,2544.0,37.0,32.571,14195.721,301.143,360.447,250.199,3.639,3.203,1.28,284.0,27.931,2122.0,208.696,,,,,3512014.0,22620.0,345.401,2.225,33017.0,3.247,0.111,9.0,tests performed,,,,,,,,,,,,,,80.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,5525.8,5.83,21.57,543.4541548
PRT,Europe,Portugal,2020-11-02,146847.0,2506.0,3673.429,2590.0,46.0,35.286,14442.183,246.461,361.276,254.723,4.524,3.47,1.28,294.0,28.914,2255.0,221.776,,,,,3542464.0,30450.0,348.396,2.995,33331.0,3.278,0.1102,9.1,tests performed,,,,,,,,,,,,,,80.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-03,149443.0,2596.0,3573.0,2635.0,45.0,37.714,14697.495,255.313,351.399,259.148,4.426,3.709,1.3,320.0,31.472,2349.0,231.021,,,,,3583901.0,41437.0,352.471,4.075,34092.0,3.353,0.1048,9.5,tests performed,,,,,,,,,,,,,,80.56,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-04,156940.0,7497.0,4078.286,2694.0,59.0,42.714,15434.814,737.319,401.093,264.951,5.803,4.201,1.33,325.0,31.963,2337.0,229.84,,,,,3625701.0,41800.0,356.582,4.111,34834.0,3.426,0.1171,8.5,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-05,161350.0,4410.0,4104.857,2740.0,46.0,44.571,15868.531,433.717,403.707,269.475,4.524,4.384,1.31,320.0,31.472,2362.0,232.299,,,,,3667727.0,42026.0,360.715,4.133,35519.0,3.493,0.1156,8.7,tests performed,,,,,,,,,,,,,,69.44,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-06,166900.0,5550.0,4232.571,2792.0,52.0,46.286,16414.365,545.834,416.267,274.589,5.114,4.552,1.3,340.0,33.438,2425.0,238.495,,,,,3710314.0,42587.0,364.904,4.188,36078.0,3.548,0.1173,8.5,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-07,173540.0,6640.0,4608.714,2848.0,56.0,48.714,17067.399,653.034,453.26,280.097,5.508,4.791,1.29,366.0,35.996,2420.0,238.003,,,,,3743800.0,33486.0,368.197,3.293,36344.0,3.574,0.1268,7.9,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-08,179324.0,5784.0,4997.571,2896.0,48.0,50.286,17636.247,568.848,491.504,284.817,4.721,4.946,1.27,378.0,37.176,2522.0,248.035,,,,,3765931.0,22131.0,370.374,2.177,36274.0,3.567,0.1378,7.3,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,6008.0,6.2,23.18,590.8778027
PRT,Europe,Portugal,2020-11-09,183420.0,4096.0,5224.714,2959.0,63.0,52.714,18039.082,402.835,513.843,291.013,6.196,5.184,1.24,391.0,38.454,2651.0,260.722,,,,,3799283.0,33352.0,373.654,3.28,36688.0,3.608,0.1424,7.0,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-10,187237.0,3817.0,5399.143,3021.0,62.0,55.143,18414.479,375.396,530.998,297.111,6.098,5.423,1.21,382.0,37.569,2742.0,269.672,,,,,3840366.0,41083.0,377.694,4.04,36638.0,3.603,0.1474,6.8,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-11,192172.0,4935.0,5033.143,3103.0,82.0,58.429,18899.828,485.35,495.002,305.175,8.065,5.746,1.19,391.0,38.454,2785.0,273.901,,,,,3884203.0,43837.0,382.006,4.311,36929.0,3.632,0.1363,7.3,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-12,198011.0,5839.0,5237.286,3181.0,78.0,63.0,19474.085,574.257,515.079,312.847,7.671,6.196,1.19,383.0,37.667,2794.0,274.786,,,,,3928622.0,44419.0,386.374,4.369,37271.0,3.666,0.1405,7.1,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-13,204664.0,6653.0,5394.857,3250.0,69.0,65.429,20128.398,654.313,530.576,319.633,6.786,6.435,1.19,388.0,38.159,2799.0,275.277,,,,,3978237.0,49615.0,391.254,4.88,38275.0,3.764,0.1409,7.1,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-14,211266.0,6602.0,5389.429,3305.0,55.0,65.286,20777.695,649.297,530.042,325.042,5.409,6.421,1.19,413.0,40.618,2798.0,275.179,,,,,4012093.0,33856.0,394.583,3.33,38328.0,3.77,0.1406,7.1,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-15,217301.0,6035.0,5425.286,3381.0,76.0,69.286,21371.228,593.533,533.569,332.516,7.474,6.814,1.19,415.0,40.815,2929.0,288.063,,,,,4035210.0,23117.0,396.857,2.274,38468.0,3.783,0.141,7.1,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,6617.8,6.69,28.65,650.8507195
PRT,Europe,Portugal,2020-11-16,225672.0,8371.0,6036.0,3472.0,91.0,73.286,22194.503,823.275,593.632,341.466,8.95,7.208,1.18,426.0,41.896,3040.0,298.979,,,,,4072707.0,37497.0,400.545,3.688,39061.0,3.842,0.1545,6.5,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-17,230124.0,4452.0,6126.714,3553.0,81.0,76.0,22632.351,437.848,602.553,349.432,7.966,7.474,1.14,431.0,42.388,3028.0,297.799,,,,,4118007.0,45300.0,405.0,4.455,39663.0,3.901,0.1545,6.5,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-18,236015.0,5891.0,6263.286,3632.0,79.0,75.571,23211.722,579.371,615.985,357.202,7.77,7.432,1.09,432.0,42.487,3051.0,300.061,,,,,4166960.0,48953.0,409.814,4.814,40394.0,3.973,0.1551,6.4,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-19,243009.0,6994.0,6428.286,3701.0,69.0,74.286,23899.571,687.849,632.212,363.988,6.786,7.306,1.06,458.0,45.044,3017.0,296.717,,,,,4214566.0,47606.0,414.496,4.682,40849.0,4.017,0.1574,6.4,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-20,249498.0,6489.0,6404.857,3762.0,61.0,73.143,24537.755,638.183,629.908,369.987,5.999,7.193,1.03,481.0,47.306,3079.0,302.815,,,,,4261189.0,46623.0,419.082,4.585,40422.0,3.975,0.1584,6.3,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-21,255970.0,6472.0,6386.286,3824.0,62.0,74.143,25174.266,636.512,628.082,376.085,6.098,7.292,1.0,485.0,47.699,3025.0,297.504,,,,,4296063.0,34874.0,422.511,3.43,40567.0,3.99,0.1574,6.4,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-22,260758.0,4788.0,6208.143,3897.0,73.0,73.714,25645.159,470.893,610.562,383.264,7.179,7.25,0.98,491.0,48.289,3151.0,309.896,,,,,4322203.0,26140.0,425.082,2.571,40999.0,4.032,0.1514,6.6,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,7158.0,7.08,24.92,703.9785805
PRT,Europe,Portugal,2020-11-23,264802.0,4044.0,5590.0,3971.0,74.0,71.286,26042.88,397.721,549.768,390.542,7.278,7.011,0.96,498.0,48.978,3241.0,318.747,,,,,4356032.0,33829.0,428.409,3.327,40475.0,3.981,0.1381,7.2,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-24,268721.0,3919.0,5513.857,4056.0,85.0,71.857,26428.308,385.428,542.28,398.902,8.36,7.067,0.94,506.0,49.764,3275.0,322.091,,,,,4403437.0,47405.0,433.071,4.662,40776.0,4.01,0.1352,7.4,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-25,274011.0,5290.0,5428.0,4127.0,71.0,70.714,26948.572,520.264,533.836,405.884,6.983,6.955,0.92,517.0,50.846,3251.0,319.731,,,,,4450244.0,46807.0,437.675,4.603,40469.0,3.98,0.1341,7.5,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-26,280394.0,6383.0,5340.714,4209.0,82.0,72.571,27576.33,627.758,525.251,413.949,8.065,7.137,0.91,516.0,50.748,3192.0,313.928,,,,,4495080.0,44836.0,442.084,4.41,40073.0,3.941,0.1333,7.5,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-27,285838.0,5444.0,5191.429,4276.0,67.0,73.429,28111.739,535.409,510.569,420.538,6.589,7.222,0.89,526.0,51.731,3208.0,315.502,,,,,4540215.0,45135.0,446.523,4.439,39861.0,3.92,0.1302,7.7,tests performed,,,,,,,,,,,,,,75.0,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-28,290706.0,4868.0,4962.286,4363.0,87.0,77.0,28590.5,478.761,488.033,429.095,8.556,7.573,0.87,529.0,52.026,3155.0,310.29,,,,,4571959.0,31744.0,449.645,3.122,39414.0,3.876,0.1259,7.9,tests performed,,,,,,,,,,,,,,75.0,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-11-29,294799.0,4093.0,4863.0,4427.0,64.0,75.714,28993.04,402.54,478.269,435.389,6.294,7.446,0.87,536.0,52.715,3245.0,319.141,,,,,4588893.0,16934.0,451.311,1.665,38099.0,3.747,0.1276,7.8,tests performed,,,,,,,,,,,,,,75.0,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,7608.6,7.36,20.02,748.2944157
PRT,Europe,Portugal,2020-11-30,298061.0,3262.0,4751.286,4505.0,78.0,76.286,29313.853,320.813,467.282,443.06,7.671,7.503,0.86,525.0,51.633,3342.0,328.681,,,,,4621176.0,32283.0,454.486,3.175,37878.0,3.725,0.1254,8.0,tests performed,,,,,,,,,,,,,,75.0,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-01,300462.0,2401.0,4534.429,4577.0,72.0,74.429,29549.988,236.135,445.954,450.141,7.081,7.32,0.85,521.0,51.24,3275.0,322.091,,,,,4645312.0,24136.0,456.859,2.374,34554.0,3.398,0.1312,7.6,tests performed,,,,,,,,,,,,,,75.0,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-02,303846.0,3384.0,4262.143,4645.0,68.0,74.0,29882.799,332.811,419.175,456.829,6.688,7.278,0.84,525.0,51.633,3338.0,328.287,,,,,4682592.0,37280.0,460.526,3.666,33193.0,3.264,0.1284,7.8,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-03,307618.0,3772.0,3889.143,4724.0,79.0,73.571,30253.77,370.971,382.491,464.598,7.77,7.236,0.86,525.0,51.633,3330.0,327.501,,,,,4726416.0,43824.0,464.836,4.31,33048.0,3.25,0.1177,8.5,tests performed,,,,,,,,,,,,,,63.89,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-04,312553.0,4935.0,3816.429,4803.0,79.0,75.286,30739.119,485.35,375.34,472.368,7.77,7.404,0.89,526.0,51.731,3295.0,324.058,,,,,4769846.0,43430.0,469.107,4.271,32804.0,3.226,0.1163,8.6,tests performed,,,,,,,,,,,,,,75.0,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-05,318640.0,6087.0,3990.571,4876.0,73.0,73.286,31337.767,598.647,392.467,479.547,7.179,7.208,0.91,517.0,50.846,3229.0,317.567,,,,,4797760.0,27914.0,471.853,2.745,32257.0,3.172,0.1237,8.1,tests performed,,,,,,,,,,,,,,75.0,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-06,322474.0,3834.0,3953.571,4963.0,87.0,76.571,31714.835,377.068,388.828,488.104,8.556,7.531,0.91,514.0,50.551,3268.0,321.403,,,,,4813532.0,15772.0,473.404,1.551,32091.0,3.156,0.1232,8.1,tests performed,,,,,,,,,,,,,,75.0,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,8171.2,7.73,24.56,803.6252832
PRT,Europe,Portugal,2020-12-07,325071.0,2597.0,3858.571,5041.0,78.0,76.571,31970.246,255.411,379.485,495.775,7.671,7.531,0.91,513.0,50.453,3367.0,331.139,,,,,4848498.0,34966.0,476.843,3.439,32475.0,3.194,0.1188,8.4,tests performed,,,,,,,,,,,,,,75.0,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
PRT,Europe,Portugal,2020-12-08,327976.0,2905.0,3930.571,5122.0,81.0,77.857,32255.948,285.702,386.566,503.741,7.966,7.657,0.9,499.0,49.076,3263.0,320.911,,,,,4874589.0,26091.0,479.409,2.566,32754.0,3.221,0.12,8.3,tests performed,,,,,,,,,,,,,,75.0,10167923.0,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30.0,,3.39,82.05,0.864,,,,
